|text|labels
5113|who is president pergament|3
5114|what city is kentucky horse park near|5
5115|what does esa pekka salonen look like|0
5116|what cereal goes snap crackle pop|1
5117|how did water appear earth|0
5118|where did hillary clinton graduate college|5
5119|what does robert mean|0
5120|how do anti locking brakes work|0
5121|what colors is magenta made|1
5122|how does chain command work inside us army apache helicopter|0
5123|medium is hamblen first singing cowboy|1
5124|what is name jamiroquai new album|1
5125|what is hormone|0
5126|what american naval officer broke japan 's isolationist policy 1853|3
5127|what is fellatio|0
5128|what characteristics contribute its intelligence|0
5129|what significant battle was fought belgium 1815|1
5130|police department made all time biggest cocaine bust ventura county|3
5131|who gave us rolling writer|3
5132|how were days week named|0
5133|who wrote secret life walter mitty|3
5134|what 1965 film had jack lemmon portraying cartoonist|1
5135|what is fiber food|0
5136|what 's traditional drink at kentucky derby|1
5137|who is head world bank|3
5138|why do some jets have vapor trail others do not|0
5139|what is fear childbirth|1
5140|how many people does honda employ u.s.|4
5141|what species was winnie pooh|1
5142|how much calcium should adult female have daily|4
5143|what is most popular last name|3
5144|what does ashen faced eidologist search out existence|1
5145|who moderated first kennedy nixon tv debate|3
5146|who portrayed george m. cohan 1942 's yankee doodle dandy|3
5147|what is 500 used|0
5148|what does philebus like mean|0
5149|when was nostradamus born|4
5150|what are ingredients coca cola|1
5151|who 's only u.s. president have won pulitzer prize|3
5152|what is nuclear proliferation|0
5153|who was maria theresa|3
5154|what is country origin name thomas|5
5155|why do you say god bless you when people sneeze|0
5156|what is population largest chilean city|4
5157|what country has highest per capita consumption cheese|5
5158|what is larry king 's occupation|3
5159|who invented muppets|3
5160|why does wheel e.g. car tire appear spin opposite direction as it slows down|0
5161|what sea is bombay|5
5162|who are cartoondom 's super six|3
5163|what does pluribus unum penny mean|0
5164|what 's difference between tft dual scan display|0
5165|what fool is not so wise lose oath win paradise|3
5166|what is english meaning caliente|0
5167|where americas is it only 47 miles atlantic pacific|5
5168|what does word opera mean|0
5169|how tall was animated frankenstein|4
5170|how do you ask questions|0
5171|what u.s. city is known as rubber capital world|5
5172|what countries have highest ratio university students|5
5173|how can you become fbi agent|0
5174|what is world 's best selling cookie|1
5175|how many miles is it ny austria|4
5176|where did energy big bang come|0
5177|how big is universe actually|4
5178|what is difference between koran bible|0
5179|what monarch signed magna carta|3
5180|what 's u.s. navy hymn|1
5181|how many sides does heptagon have|4
5182|what grand slam golf tournament wasn 't held between 1940 1945|1
5183|what is idealab|0
5184|where are there aborigines|5
5185|what toy can you make sleep|1
5186|what caused division between anglicans vatican|0
5187|what corporation does madonna advertise|3
5188|what river is rome built|5
5189|where web is adventours tours sydney australia|5
5190|where were 1936 summer olympics held|5
5191|what cathedral was thomas becket murdered|5
5192|why was curious george curious|0
5193|how did u.s.a become involved barbary wars|0
5194|kentucky horse park is close american city|5
5195|what store does martha stewart advertise|3
5196|what do you know about multicultural multilingual schools|0
5197|what is origin u.s. army sergeant 's stripes|0
5198|how old was sir edmund hillary when he climbed mt. everest|4
5199|where tree does photosynthesis occur|5
5200|what are some science fair projects 8th graders|1
5201|what strait links mediterranean sea atlantic ocean|5
5202|what airport is piccadilly subway line|5
5203|police department made largest cocaine seizure ever ventura county|3
5204|what color is eight ball pocket billiards|1
5205|what was first ready eat breakfast cereal|1
5206|what did benny carter play|1
5207|what seven digits follow area code number long distance information|4
5208|what city 's airport is named logan international|5
5209|what pope inaugurated vatican international radio|3
5210|how many times more than|4
5211|how many names are there eskimo people|4
5212|what king is satirized line king was countinghouse counting all his money|3
5213|what shape shifting menace did rom come earth fight|1
5214|what is nickname pennsylvania|5
5215|what causes headaches|0
5216|names books james a. michener set following locations|1
5217|when was first stained glass window made|4
5218|what company 's trademark was his master 's voice|3
5219|what pope inaugurated vatican international radio|3
5220|what director made one silent one sound version ten commandments|3
5221|when did swimming become commonplace|4
5222|presidents usa were masons|3
5223|who was tallest u.s. president|3
5224|what is largest museum world|5
5225|how can enforce new rules group youngsters who have been allowed do as they please|0
5226|what character beverly hillbillies has given names daisy moses|3
5227|what comedienne calls her sister law captain bligh her mother law moby dick|3
5228|how many gallons paint does it take paint golden gate bridge|4
5229|what president also became supreme court justice|3
5230|when does menstruation begin|4
5231|where did makeup originate|5
5232|what is only modern language capitalizes its singular first person pronoun|1
5233|what is claim fame agra india|0
5234|what flag flies over wake island|1
5235|how deep is fathom|4
5236|what kennedy was married ethel|1
5237|what u.s. state is mammoth cave national park|5
5238|what is most famous german word english language|1
5239|who was actress june havoc 's legendary sister|3
5240|what is widely used detect birth defects|1
5241|what is chromosome number elephant|4
5242|who killed jfk|3
5243|who was star witness at senate watergate hearings|3
5244|what is order arrow boy scouts|0
5245|what country is stuck out tongue friendly greeting|5
5246|what are five basic swimming strokes|1
5247|who is son law sen. everett dirkson who was also senator '70 's|3
5248|where is erykah badu originally|5
5249|where can buy pony big island my daughter|5
5250|how old was george washington when he died|4
5251|what is recipe or formula coca cola|1
5252|who made rotary engine automobile|3
5253|what is origin term blue moon how often do they occur|0
5254|how many blacks served vietnam war|4
5255|what were last names gangsters bonnie clyde|3
5256|what is address famous mexican star thalia|5
5257|what does man suffering diphallic terata have|1
5258|who invented panties|3
5259|what is pittsburgh 's baseball team called|3
5260|what is p.m. abbreviation as p.m.|2
5261|what sport can free legged pacer compete|1
5262|what does cpr stand|2
5263|what president had never held elected office until he was elected white house|3
5264|what are diseases can be cured black cumin|1
5265|what fruit does ficus produce|1
5266|who is richest person world|3
5267|what is aurora|0
5268|how much time does blinking eye take|4
5269|what made short lived star hawks strip so unique|0
5270|what 's biggest selling u.s. magazine aimed at black audience|1
5271|how deep is fathom|4
5272|what is primary language philippines|1
5273|when did use syringe first appear medicinal history|4
5274|what was long march china|0
5275|what international organization was founded clara barton|3
5276|what corporation does madonna advertise|3
5277|what is islamic equivalent red cross|1
5278|how many people visit pope each month|4
5279|what planet gave bith superman|5
5280|what month year is there no television iceland|4
